sample_id,theta_delta_rad,omega_rad_s,alpha_rad_s2
pmks_positive_0000,-2.4085543677521772,1.0471975511965976,0
pmks_positive_0001,-2.3911010752322337,1.0471975511965976,0
pmks_positive_0002,-2.3736477827122906,1.0471975511965976,0
pmks_positive_0003,-2.3561944901923475,1.0471975511965976,0
pmks_positive_0004,-2.338741197672404,1.0471975511965976,0
pmks_positive_0005,-2.3212879051524604,1.0471975511965976,0
pmks_positive_0006,-2.3038346126325173,1.0471975511965976,0
pmks_positive_0007,-2.2863813201125738,1.0471975511965976,0
pmks_positive_0008,-2.2689280275926307,1.0471975511965976,0
pmks_positive_0009,-2.2514747350726871,1.0471975511965976,0
pmks_positive_0010,-2.234021442552744,1.0471975511965976,0
pmks_positive_0011,-2.2165681500328005,1.0471975511965976,0
pmks_positive_0012,-2.1991148575128574,1.0471975511965976,0
pmks_positive_0013,-2.1816615649929139,1.0471975511965976,0
pmks_positive_0014,-2.1642082724729708,1.0471975511965976,0
pmks_positive_0015,-2.1467549799530277,1.0471975511965976,0
pmks_positive_0016,-2.1293016874330841,1.0471975511965976,0
pmks_positive_0017,-2.1118483949131406,1.0471975511965976,0
pmks_positive_0018,-2.0943951023931975,1.0471975511965976,0
pmks_positive_0019,-2.0769418098732544,1.0471975511965976,0
pmks_positive_0020,-2.0594885173533108,1.0471975511965976,0
pmks_positive_0021,-2.0420352248333673,1.0471975511965976,0
pmks_positive_0022,-2.0245819323134242,1.0471975511965976,0
pmks_positive_0023,-2.0071286397934811,1.0471975511965976,0
pmks_positive_0024,-1.9896753472735376,1.0471975511965976,0
pmks_positive_0025,-1.9722220547535942,1.0471975511965976,0
pmks_positive_0026,-1.9547687622336509,1.0471975511965976,0
pmks_positive_0027,-1.9373154697137076,1.0471975511965976,0
pmks_positive_0028,-1.9198621771937643,1.0471975511965976,0
pmks_positive_0029,-1.902408884673821,1.0471975511965976,0
pmks_positive_0030,-1.8849555921538776,1.0471975511965976,0
pmks_positive_0031,-1.8675022996339343,1.0471975511965976,0
pmks_positive_0032,-1.850049007113991,1.0471975511965976,0
pmks_positive_0033,-1.8325957145940477,1.0471975511965976,0
pmks_positive_0034,-1.8151424220741044,1.0471975511965976,0
pmks_positive_0035,-1.797689129554161,1.0471975511965976,0
pmks_positive_0036,-1.7802358370342177,1.0471975511965976,0
pmks_positive_0037,-1.7627825445142746,1.0471975511965976,0
pmks_positive_0038,-1.7453292519943313,1.0471975511965976,0
pmks_positive_0039,-1.727875959474388,1.0471975511965976,0
pmks_positive_0040,-1.7104226669544447,1.0471975511965976,0
pmks_positive_0041,-1.6929693744345014,1.0471975511965976,0
pmks_positive_0042,-1.675516081914558,1.0471975511965976,0
pmks_positive_0043,-1.6580627893946147,1.0471975511965976,0
pmks_positive_0044,-1.6406094968746716,1.0471975511965976,0
pmks_positive_0045,-1.6231562043547283,1.0471975511965976,0
pmks_positive_0046,-1.605702911834785,1.0471975511965976,0
pmks_positive_0047,-1.5882496193148417,1.0471975511965976,0
pmks_positive_0048,-1.5707963267948983,1.0471975511965976,0
pmks_positive_0049,-1.553343034274955,1.0471975511965976,0
pmks_positive_0050,-1.5358897417550117,1.0471975511965976,0
pmks_positive_0051,-1.5184364492350684,1.0471975511965976,0
pmks_positive_0052,-1.5009831567151251,1.0471975511965976,0
pmks_positive_0053,-1.4835298641951817,1.0471975511965976,0
pmks_positive_0054,-1.4660765716752384,1.0471975511965976,0
pmks_positive_0055,-1.4486232791552953,1.0471975511965976,0
