sample_id,position,velocity,acceleration
pmks_positive_0270,3.6606892955208501,-1.0815409802596396,5.997281338861618
pmks_positive_0271,3.6778814901696819,-0.98149254664862984,6.0080206965720997
pmks_positive_0272,3.6934048608594079,-0.88129058648230241,6.0157068065954853
pmks_positive_0273,3.7072572722247017,-0.78098586886285748,6.0203541297473082
pmks_positive_0274,3.7194374329721089,-0.68062890903953688,6.021978664851857
pmks_positive_0275,3.7299448914362756,-0.58026994290771394,6.0205979330221036
pmks_positive_0276,3.7387800307133272,-0.47995890176084866,6.0162309630199342
pmks_positive_0277,3.745944063375406,-0.37974538727806806,6.0088982776060753
pmks_positive_0278,3.7514390257702086,-0.27967864673163978,5.9986218807871348
pmks_positive_0279,3.7552677719090255,-0.17980754840017643,5.9854252458652812
pmks_positive_0280,3.7574339669466603,-0.080180557174987177,5.9693333041944934
pmks_positive_0281,3.7579420802562709,0.019154289651384659,5.9503724345458266
pmks_positive_0282,3.7567973781021973,0.11814940642376837,5.9285704529827754
pmks_positive_0283,3.7540059159134778,0.21675768299778508,5.9039566031466704
pmks_positive_0284,3.7495745301608512,0.31493250845407372,5.8765615468509047
pmks_positive_0285,3.743510829839785,0.41262779465761523,5.8464173548818579
pmks_positive_0286,3.7358231875621453,0.50979799966475181,5.8135574979035285
pmks_positive_0287,3.72652073025899,0.60639815097875183,5.7780168373620873
pmks_positive_0288,3.7156133294970584,0.70238386865307134,5.7398316162859562
pmks_positive_0289,3.703111591411469,0.79771138823967302,5.6990394498765005
pmks_positive_0290,3.6890268462572866,0.89233758357805437,5.6556793157839316
pmks_positive_0291,3.6733711375826292,0.98621998941884748,5.6097915439628236
pmks_positive_0292,3.6561572110261444,1.0793168238741067,5.5614178060014288
pmks_positive_0293,3.6373985027418367,1.1715870106846327,5.5106011038190204
pmks_positive_0294,3.6171091274543716,1.2629902012929175,5.4573857576256461
pmks_positive_0295,3.5953038661481873,1.3534867967085433,5.4018173930390692
pmks_positive_0296,3.5719981533940555,1.4430379691511122,5.3439429272542212
pmks_positive_0297,3.5472080643168518,1.5316056834540457,5.2838105541612785
pmks_positive_0298,3.5209503012087424,1.6191527182108798,5.2214697283095948
pmks_positive_0299,3.4932421797922188,1.7056426866439671,5.1569711476159554
pmks_positive_0300,3.4641016151377571,1.791040057173827,5.09036673471733
pmks_positive_0301,3.4335471072413384,1.8753101736657269,5.0217096168701874
pmks_positive_0302,3.4015977262673793,1.9584192753284722,4.9510541043008045
pmks_positive_0303,3.3682730974630957,2.0403345162388264,4.8784556669135979
pmks_positive_0304,3.3335933857507722,2.1210239844634082,4.8039709092676626
pmks_positive_0305,3.2975792800048964,2.2004567207485071,4.7276575437351465
pmks_positive_0306,3.2602519770216176,2.2786027367468202,4.6495743617590604
pmks_positive_0307,3.2216331651884857,2.3554330327487465,4.5697812031325524
pmks_positive_0308,3.1817450078630536,2.4309196148846954,4.4883389232265474
pmks_positive_0309,3.1406101264694222,2.5050355117636025,4.4053093580981058
pmks_positive_0310,3.0982515833223996,2.5777547905118294,4.3207552874177795
pmks_positive_0311,3.0546928641896329,2.6490525721756231,4.2347403951607028
pmks_positive_0312,3.0099578606025545,2.7189050464494486,4.1473292280131959
pmks_positive_0313,2.9640708519277918,2.7872894856917778,4.0585871514542307
pmks_positive_0314,2.9170564872111342,2.8541842581892887,3.9685803034792038
pmks_positive_0315,2.8689397668070118,2.9195688406299829,3.8773755459421739
pmks_positive_0316,2.8197460238069283,2.9834238297453739,3.7850404135018949
pmks_positive_0317,2.7695009052810811,3.0457309530817813,3.6916430601667516
pmks_positive_0318,2.7182303533479839,3.1064730788607147,3.5972522034439329
pmks_positive_0319,2.665960586087607,3.1656342248885556,3.5019370661089408
pmks_positive_0320,2.6127180783142432,3.2231995664760871,3.4057673156226862
pmks_positive_0321,2.558529542225882,3.2791554433289543,3.3088130012351051
pmks_positive_0322,2.5034219079476117,3.3334893653709305,3.2111444888261449
pmks_positive_0323,2.4474223039870662,3.3861900174627655,3.112832393547353
pmks_positive_0324,2.3905580376207549,3.4372472629805895,3.0139475103398494
pmks_positive_0325,2.3328565752304229,3.4866521462191882,2.914560742417307
pmks_positive_0326,2.2743455226094369,3.5343968935870684,2.8147430278154948
