sample_id,x,y,vx,vy,ax,ay
pmks_positive_0000,-0.53098263654366784,-0.19554648298603139,16.69749487375044,18.493237789925395,-603.07784123059423,-845.01643175422487
pmks_positive_0001,-0.30069239219933319,0.04562240775014903,12.062958054379827,12.030840411164323,-136.36649835133483,-188.34293157055342
pmks_positive_0002,-0.11428189598464833,0.2260325909862968,10.495186861063676,9.884360138196838,-65.961254002756931,-89.20510209469451
pmks_positive_0003,0.052885257356507953,0.38036818539233375,9.6334883433248066,8.732689499751892,-40.868455437107997,-53.815194047473383
pmks_positive_0004,0.20841881903636938,0.51935942834907944,9.0639411936565022,7.9934938618673739,-28.73540493709044,-36.6585462089487
pmks_positive_0005,0.35585356155353276,0.64800345083106548,8.6472547059582876,7.4707962241801056,-21.845734078220787,-26.879580366553789
pmks_positive_0006,0.49716211362561324,0.76909939710230679,8.321726176474856,7.0777721362833166,-17.524330731216928,-20.714899591294348
pmks_positive_0007,0.63357048218388767,0.88439571676551676,8.0553069269798101,6.7693148322159828,-14.625030288804238,-16.552073121346048
pmks_positive_0008,0.76589675727163886,0.99506665716255771,7.8295028302031255,6.5193860412916429,-12.58370205675417,-13.597491564758567
pmks_positive_0009,0.8947149307411002,1.1019427210325614,7.6328082436669007,6.3117786670638178,-11.09391857936868,-11.420089345318182
pmks_positive_0010,1.0204429167575095,1.2056344892367634,7.4576491367709297,6.1358162985225722,-9.9764551992927686,-9.7677529925577193
pmks_positive_0011,1.1433936606079436,1.3066045151745502,7.2988151720720253,5.9841474241999553,-9.1202633169235323,-8.4842806496435514
pmks_positive_0012,1.2638066445174994,1.4052116412641538,7.1525934296114464,5.851526737642784,-8.4532767309424948,-7.4683116018707318
pmks_positive_0013,1.3818682574130583,1.501739649020466,7.0162606923586477,5.7341008769064725,-7.9269152635784206,-6.6515255320093818
pmks_positive_0014,1.4977254876289448,1.5964165157711045,6.887771225701818,5.628969190712299,-7.5073726940818855,-5.9863861320368157
pmks_positive_0015,1.6114954307045908,1.6894277840398333,6.765556948127637,5.5339026198206493,-7.1704796838822693,-5.4389141141887052
pmks_positive_0016,1.723272075169928,1.7809261016422733,6.6483951419281091,5.4471575957374432,-6.8985503434466722,-4.9842508652672421
pmks_positive_0017,1.8331312611650985,1.8710381913912788,6.5353183050607955,5.3673492248992272,-6.6783786593817549,-4.6038397569202099
pmks_positive_0018,1.9411343788456661,1.9598700480168278,6.4255511598581316,5.2933626779926248,-6.4999269722384607,-4.2835810525117655
pmks_positive_0019,2.0473311768462157,2.0475108832125741,6.3184656607136187,5.2242899008528418,-6.3554447812412223,-4.0125922101889078
pmks_positive_0020,2.1517619291152341,2.1340361681445366,6.2135482287849069,5.159383526782733,-6.2388628993446424,-3.7823555566951264
pmks_positive_0021,2.2544591305748001,2.2195100132224876,6.1103754758949833,5.0980227318212759,-6.1453683107594896,-3.5861201786551851
pmks_positive_0022,2.3554488410598298,2.3039870531881261,6.0085959382063052,5.0396875448337699,-6.0711003217126844,-3.4184744527439435
pmks_positive_0023,2.4547517628150084,2.387513957493411,5.9079161392822908,4.9839392484076459,-6.0129297905511088,-3.2750354543619773
pmks_positive_0024,2.5523841134506133,2.4701306530550875,5.8080898214885366,4.9304052371568403,-5.9682963105133604,-3.1522198959030066
pmks_positive_0025,2.6483583399710775,2.5518713235578847,5.7089095293962764,4.8787671849858372,-5.935086492234154,-3.0470728854299569
pmks_positive_0026,2.7426837079510786,2.6327652332453493,5.6101999620456482,4.8287517009295993,-5.9115418366231207,-2.9571383140713445
pmks_positive_0027,2.8353667916336658,2.7128374114601499,5.5118126714355569,4.780122878994705,-5.896188207594415,-2.8803596308456054
pmks_positive_0028,2.9264118846708631,2.7921092256786633,5.4136217968478295,4.7326763053304859,-5.8877812728293195,-2.815003081914782
pmks_positive_0029,3.0158213467546915,2.8705988644925045,5.3155206042485474,4.6862341980920537,-5.885263887767934,-2.7595977520614112
pmks_positive_0030,3.1035958980434577,2.948321747286526,5.217418657271045,4.6406414359143007,-5.8877325094394974,-2.712888309750312
pmks_positive_0031,3.1897348707619324,3.0252908738087698,5.119239487970809,4.5957622895606303,-5.894410506115987,-2.6737974535836888
pmks_positive_0032,3.2742364254258249,3.1015171241151478,5.020918666238507,4.5514777144940579,-5.904626782366619,-2.6413958367682917
pmks_positive_0033,3.3570977376552769,3.1770095172814843,4.9224021896026215,4.5076830942577955,-5.9177985370284691,-2.6148778060430273
pmks_positive_0034,3.4383151603874258,3.2517754356510915,4.8236451323252085,4.4642863487103384,-5.9334172608534894,-2.5935416984335555
pmks_positive_0035,3.5178843653932677,3.3258208201130595,4.7246105057218815,4.4212063394877772,-5.9510372930270536,-2.5767737380597064
pmks_positive_0036,3.5958004672896342,3.3991503409013668,4.6252682916066794,4.3783715190914192,-5.9702664132988836,-2.5640347968612485
pmks_positive_0037,3.6720581326689423,3.4717675476055425,4.5255946184543614,4.3357187808198816,-5.9907580643769833,-2.5548494489862792
pmks_positive_0038,3.7466516765144409,3.5436750014435683,4.4255710558523838,4.2931924751774186,-6.0122048882399808,-2.5487968738009021
pmks_positive_0039,3.8195751477021762,3.6148743923320734,4.3251840074977297,4.2507435649780332,-6.0343333277545446,-2.5455032577651084
pmks_positive_0040,3.8908224050937639,3.6853666428707612,4.2244241866854733,4.2083288965587284,-6.0568990969206311,-2.5446354184847571
pmks_positive_0041,3.9603871854818342,3.7551520010172714,4.1232861611655895,4.1659105686365843,-6.0796833631799583,-2.545895430681246
pmks_positive_0042,4.0282631644515305,3.8242301229493303,4.0217679565831874,4.1234553836344636,-6.1024895164156865,-2.5490160777029245
pmks_positive_0043,4.0944440110578855,3.8926001473809313,3.9198707095952425,4.080934368942092,-6.1251404236848019,-2.5537569865478869
pmks_positive_0044,4.1589234370835397,3.9602607624088111,3.817598363273087,4.0383223577121035,-6.1474760879499835,-2.5599013314144274
pmks_positive_0045,4.2216952415286748,4.0272102658070654,3.7149573986303377,3.9955976205217612,-6.1693516443058707,-2.5672530122187509
pmks_positive_0046,4.2827533508910527,4.093446619555408,3.6119565971194718,3.9527415406427577,-6.1906356393238511,-2.5756342315831828
pmks_positive_0047,4.34209185571512,4.1589674992755938,3.5086068297627113,3.9097383268185801,-6.2112085488517437,-2.5848834074615294
pmks_positive_0048,4.3997050438227721,4.2237703391570163,3.4049208692597226,3.8665747584010774,-6.2309614974206422,-2.5948533695638489
pmks_positive_0049,4.4555874305821881,4.2878523728734796,3.3009132219743047,3.8232399584852668,-6.2497951487318044,-2.6054097966347873
pmks_positive_0050,4.5097337865235385,4.3512106709260472,3.1965999771667568,3.7797251913348449,-6.2676187418310052,-2.6164298588631008
pmks_positive_0051,4.5621391625697676,4.4138421747897798,3.0919986712257477,3.7360236809355265,-6.2843492517675621,-2.6278010355941035
pmks_positive_0052,4.6127989131160252,4.475743728193323,2.9871281649773214,3.6921304479688573,-6.2999106569681578,-2.6394200833463981
pmks_positive_0053,4.6617087171615825,4.5369121058185415,2.8820085324205791,3.6480421628816795,-6.3142332983800689,-2.651192133107676
pmks_positive_0054,4.7088645976725667,4.5973440396713157,2.7766609594685758,3.6037570130485652,-6.3272533177710155,-2.6630298991658479
pmks_positive_0055,4.7542629393317641,4.6570362433436303,2.6711076514666039,3.5592745822969394,-6.3389121645064028,-2.6748529844520434
pmks_positive_0056,4.7979005048127155,4.7159854343602348,2.5653717484242029,3.5145957412955835,-6.3491561617333003,-2.6865872696348068
pmks_positive_0057,4.8397744496987904,4.7741883547797803,2.459477247036868,3.4697225475036295,-6.3579361242430412,-2.6981643750935511
pmks_positive_0058,4.8798823361535488,4.8316417902001341,2.3534489286926137,3.4246581535448377,-6.3652070214086205,-2.7095211864809605
pmks_positive_0059,4.9182221454361219,4.8883425872998343,2.2473122927605313,3.3794067230153799,-6.3709276795373828,-2.7205994359124652
pmks_positive_0060,4.9547922893444447,4.9442876700321667,2.1410934945459354,3.3339733528564466,-6.3750605187750056,-2.7313453319399832
pmks_positive_0061,4.9895916206594784,4.9994740545748009,2.0348192873720352,3.2883640015289783,-6.3775713203687445,-2.7417092324124743
pmks_positive_0062,5.0226194426551922,5.0538988631259727,1.9285169683131009,3.2425854223192188,-6.3784290206671868,-2.7516453551265614
pmks_positive_0063,5.0538755177315702,5.1075593366276815,1.8222143271602449,3.1966451011829338,-6.3776055287168374,-2.761111521850149
pmks_positive_0064,5.0833600752213908,5.1604528464871038,1.7159395982498284,3.1505511986048274,-6.3750755647271697,-2.7700689318804921
pmks_positive_0065,5.1110738184157016,5.2125769053591977,1.6097214148269479,3.1043124950094017,-6.3708165170264284,-2.7784819617914041
pmks_positive_0066,5.137017930847767,5.2639291770461965,1.5035887656535345,3.0579383393116895,-6.3648083154300163,-2.7863179884457097
pmks_positive_0067,5.1611940818707103,5.3145074855632002,1.3975709536029925,3.0114386002419371,-6.3570333191996546,-2.7935472327096162
pmks_positive_0068,5.1836044315600116,5.3643098234133522,1.2916975560118842,2.9648236201183691,-6.3474762179912965,-2.8001426216148078
pmks_positive_0069,5.2042516349684043,5.4133343591109107,1.1859983865841717,2.9181041707775113,-6.3361239443782269,-2.8060796669791515
pmks_positive_0070,5.2231388457574983,5.4615794439859942,1.0805034586657349,2.8712914114027175,-6.3229655966976388,-2.8113363587246134
pmks_positive_0071,5.240269719227598,5.509043618300649,0.97524294972656356,2.8243968480192461,-6.3079923711081678,-2.815893071326613
pmks_positive_0072,5.255648414764587,5.5557256167022846,0.87024716690555937,2.7774322944489098,-6.2911975018653132,-2.8197324819971983
pmks_positive_0073,5.2692795977205176,5.6016243730372004,0.7655465134884758,2.7304098345393379,-6.2725762089243853,-2.8228394993487353
pmks_positive_0074,5.2811684407424604,5.6467390245440807,0.66117145620374163,2.6833417855027699,-6.2521256520688855,-2.8252012014089836
pmks_positive_0075,5.2913206245623847,5.6910689154446663,0.55715249323350347,2.636240662217161,-6.2298448908377138,-2.8268067819645899
pmks_positive_0076,5.2997423382591995,5.7346135999465506,0.45352012284886523,2.5891191423587028,-6.2057348495894562,-2.8276475043012135
pmks_positive_0077,5.3064402790026923,5.777372844670964,0.3503048125888335,2.5419900322496716,-6.1797982870972579,-2.8277166614861291
pmks_positive_0078,5.3114216512878194,5.8193466305165984,0.24753696891216936,2.4948662333192271,-6.1520397701148726,-2.8270095424054205
pmks_positive_0079,5.3146941656666868,5.8605351539689163,0.14524690726034217,2.4477607090874272,-6.1224656503944201,-2.8255234028239893
pmks_positive_0080,5.3162660369846417,5.9009388278630084,0.043464822478159526,2.4006864525944942,-6.0910840446701897,-2.8232574407840438
pmks_positive_0081,5.3161459821260326,5.9405582816068412,-0.057779240453536218,2.3536564542084486,-6.0579048171510763,-2.8202127756975477
pmks_positive_0082,5.3143432172744971,5.9793943608707227,-0.15845541541124053,2.3066836697547011,-6.0229395640879915,-2.8163924305213826
pmks_positive_0083,5.3108674546921115,6.0174481267479472,-0.25853404387936951,2.2597809889210829,-5.986201600002194,-2.8118013164315343
pmks_positive_0084,5.3057288990211937,6.0547208543908848,-0.35798570348237657,2.2129612039014135,-5.9477059451767147,-2.8064462194353954
pmks_positive_0085,5.2989382431122749,6.0912140311262633,-0.45678123631623446,2.166236978249803,-5.9074693140262564,-2.8003357883798303
pmks_positive_0086,5.2905066633814632,6.1269293540529617,-0.55489177709081261,2.1196208159268739,-5.8655101039718334,-2.7934805238278688
pmks_positive_0087,5.2804458147002995,6.1618687271254355,-0.65228878108848964,2.0731250305277076,-5.8218483844552011,-2.7858927672892273
pmks_positive_0088,5.2687678248211771,6.1960342577257785,-0.74894405193834834,2.0267617146898464,-5.7765058857353662,-2.7775866903000175
pmks_positive_0089,5.2554852883414291,6.2294282527274447,-0.84482976919938979,1.9805427096880046,-5.7295059871155676,-2.7685782828554713
pmks_positive_0090,5.2406112602093646,6.2620532140538785,-0.93991851574037888,1.9344795752303683,-5.6808737042543225,-2.7588853407068954
pmks_positive_0091,5.2241592487758064,6.2939118337355868,-1.0341833048981799,1.8885835594794138,-5.6306356752190805,-2.7485274510408182
pmks_positive_0092,5.2061432083949821,6.3250069884696245,-1.1275976073908636,1.842865569328211,-5.578820144945638,-2.7375259760649406
pmks_positive_0093,5.1865775315791129,6.3553417336860925,-1.2201353779561828,1.7973361409709818,-5.5254569477716773,-2.7259040340325704
pmks_positive_0094,5.1654770407115542,6.3849192971269089,-1.3117710816806385,1.7520054108144765,-5.4705774877183018,-2.7136864772451075
pmks_positive_0095,5.1428569793239713,6.413743071942978,-1.4024797199789139,1.706883086784293,-5.414214716200112,-2.7008998665813806
pmks_positive_0096,5.1187330029437526,6.4418166093168505,-1.4922368561782036,1.6619784200877181,-5.3564031068522073,-2.6875724421136304
pmks_positive_0097,5.0931211695186551,6.4691436106190396,-1.5810186406568676,1.6173001775018914,-5.2971786271718866,-2.67373408938318
pmks_positive_0098,5.0660379294265701,6.4957279191073711,-1.6688018354818708,1.5728566142630709,-5.236578706684166,-2.6594163009246228
pmks_positive_0099,5.0375001150792524,6.5215735111800655,-1.7555638384847418,1.5286554476395029,-5.1746422013536,-2.644652132646252
pmks_positive_0100,5.0075249301299207,6.5466844871946792,-1.8412827067112918,1.4847038312767364,-5.1114093539807737,-2.6294761546966603
pmks_positive_0101,4.9761299382957098,6.5710650618665571,-1.9259371791760984,1.4410083304101815,-5.0469217503403003,-2.6139243964734238
pmks_positive_0102,4.9433330518071923,6.5947195542620864,-2.0095066988489254,1.3975748980452116,-4.9812222708384448,-2.5980342854596641
pmks_positive_0103,4.9091525194983729,6.6176523774037301,-2.0919714337967039,1.3544088522100632,-4.9143550374928564,-2.5818445796085814
pmks_positive_0104,4.873606914551921,6.6398680275056563,-2.1733122974016545,1.311514854391127,-4.8463653560644051,-2.5653952930345776
pmks_positive_0105,4.8367151219156845,6.6613710728605824,-2.2535109675735581,1.268896889263911,-4.7772996532017746,-2.5487276148128624
pmks_positive_0106,4.798496325407978,6.6821661424004102,-2.3325499048721179,1.2265582458358488,-4.7072054084935724,-2.5318838207372254
pmks_positive_0107,4.7589699945304922,6.7022579139551528,-2.4104123694539155,1.1845015001192136,-4.636131081359947,-2.5149071779380661
pmks_positive_0108,4.7181558710091673,6.7216511022366685,-2.4870824367576754,1.1427284994535558,-4.5641260327561861,-2.4978418423197186
pmks_positive_0109,4.6760739550847372,6.7403504465756647,-2.562545011841431,1.1012403485972593,-4.4912404417043712,-2.480732748837327
pmks_positive_0110,4.6327444915761715,6.7583606984424751,-2.6367858422858577,1.0600373977069442,-4.4175252167154877,-2.4636254946987428
pmks_positive_0111,4.5881879557415832,6.7756866087840297,-2.7097915295794577,1.0191192323214331,-4.3430319022134336,-2.4465662156458263
pmks_positive_0112,4.5424250389626133,6.7923329152113938,-2.7815495389035978,0.97848466546385637,-4.2678125801235254,-2.4296014555415062
pmks_positive_0113,4.4954766342796191,6.8083043290740779,-2.8520482072385116,0.93813173197104327,-4.1919197668411758,-2.4127780295635324
pmks_positive_0114,4.4473638218062641,6.8236055224591325,-2.9212767497154588,0.89805768515373963,-4.11540630585068,-2.396142881382251
pmks_positive_0115,4.3981078540533574,6.8382411151546787,-2.9892252641451558,0.85825899588421595,-4.0383252563192196,-2.3797429347771919
pmks_positive_0116,4.3477301411928595,6.8522156616190699,-3.0558847336585182,0.81873135419963461,-3.9607297780463311,-2.3636249402249438
pmks_positive_0117,4.2962522362940074,6.8655336379983058,-3.1212470274024895,0.77946967350001495,-3.882673013203835,-2.347835317067644
pmks_positive_0118,4.243695820564402,6.8781994292355106,-3.1853048992414941,0.74046809740884778,-3.8042079653545375,-2.3324199919465061
pmks_positive_0119,4.1900826886296496,6.8902173163173464,-3.2480519844235562,0.70172000935240175,-3.7253873762894107,-2.317424234256972
pmks_positive_0120,4.1354347338857513,6.9015914637030349,-3.3094827941795897,0.66321804490058645,-3.646263601271361,-2.30289248945027
pmks_positive_0121,4.0797739339588839,6.9123259069822911,-3.3695927082345007,0.62495410689794062,-3.5668884833185768,-2.2888682110691505
pmks_positive_0122,4.0231223363074831,6.9224245408087937,-3.4283779652196573,0.58691938339805194,-3.487313227200747,-2.2753936924622926
pmks_positive_0123,3.9655020440016004,6.9318911071559075,-3.4858356509878021,0.54910436839854615,-3.4075882738564829,-2.2625098991712087
pmks_positive_0124,3.9069352017144148,6.9407291839412153,-3.5419636848435392,0.51149888535685828,-3.3277631759693818,-2.2502563030242433
pmks_positive_0125,3.847443981960434,6.9489421740658912,-3.5967608037150014,0.47409211344949681,-3.2478864754623928,-2.2386707190037005
pmks_positive_0126,3.7870505716144001,6.9565332949142347,-3.6502265443051214,0.43687261651953985,-3.1680055836851886,-2.2277891459730688
pmks_positive_0127,3.7257771587441684,6.9635055683575526,-3.7023612232738858,0.39982837463889265,-3.0881666650761685,-2.2176456123612014
pmks_positive_0128,3.6636459197898423,6.9698618113052575,-3.7531659155160142,0.3629468181935594,-3.0084145250794903,-2.2082720278984485
pmks_positive_0129,3.6006790071203008,6.9756046268443139,-3.802642430611396,0.32621486438202441,-2.9287925030874389,-2.1996980424855854
