sample_id,x,y,vx,vy,ax,ay
pmks_positive_0000,5.9860869143671325,4.666666666666667,-4.1887902047863905,0,-0.24454452806938656,-2.1906936457442425
pmks_positive_0001,5.9162433172664937,4.6663624098691301,-4.1922296139264459,-0.036510070645949674,-0.16828489676472219,-2.1904254245695496
pmks_positive_0002,5.8463529601663922,4.6654497139825484,-4.1944031079981707,-0.073011200550687785,-0.092638426962882436,-2.1896207546823874
pmks_positive_0003,5.7764368554727579,4.6639288025267707,-4.1953210887088019,-0.10949444876204327,-0.01762682006160135,-2.1882796171993104
pmks_positive_0004,5.7065158392658066,4.6618000480407034,-4.194994310424546,-0.14595087391278133,0.056729306645514732,-2.186401981332923
pmks_positive_0005,5.6366105655730534,4.6590639720908307,-4.1934338620895106,-0.18237153403017414,0.13041042109450063,-2.1839878054158399
pmks_positive_0006,5.5667415009436967,4.6557212452827583,-4.1906511491455589,-0.21874748636600014,0.20339807521784023,-2.1810370383271587
pmks_positive_0007,5.4969289193240822,4.6517726872753737,-4.1866578754921573,-0.25506978725362506,0.27567490138641026,-2.1775496213144065
pmks_positive_0008,5.4271928972332271,4.6472192667971139,-4.1814660255245917,-0.29132949199868297,0.34722460657023246,-2.1735254902020396
pmks_positive_0009,5.3575533092367813,4.6420621016637318,-4.1750878462881564,-0.32751765480971423,0.41803196427123179,-2.1689645779756979
pmks_positive_0010,5.2880298237172196,4.6363024587968411,-4.1675358297849341,-0.36362532877491799,0.4880828042903152,-2.1638668177296299
pmks_positive_0011,5.2186418989373813,4.6299417542424308,-4.1588226954686913,-0.39964356589095906,0.55736400039976597,-2.1582321459630602
pmks_positive_0012,5.1494087793939691,4.6229815531884135,-4.1489613729621366,-0.43556341714951091,0.62586345600011284,-2.1520605062096276
pmks_positive_0013,5.0803494924570041,4.6154235699802237,-4.1379649850294324,-0.47137593268694727,0.69357008784822372,-2.1453518529825812
pmks_positive_0014,5.0114828452907245,4.60726966813335,-4.1258468308353393,-0.50707216200228855,0.76047380795038877,-2.1381061560170664
pmks_positive_0015,4.9428274220509127,4.5985218603416458,-4.1126203695207302,-0.54264315424819232,0.82656550372048332,-2.1303234047895701
pmks_positive_0016,4.8744015813531165,4.5891823084801322,-4.0982992041225383,-0.5780799585994304,0.89183701650898639,-2.1220036132935345
pmks_positive_0017,4.8062234540058322,4.5792533236010033,-4.0828970658643611,-0.61337362470294443,0.95628111861357956,-2.1131468250491769
pmks_positive_0018,4.7383109410022399,4.5687373659214083,-4.0664277988420805,-0.64851520321319178,1.0198914888862824,-2.1037531183247391
pmks_positive_0019,4.6706817117637343,4.5576370448015924,-4.0489053451269044,-0.68349574641611155,1.0826626870555669,-2.0938226115457228
pmks_positive_0020,4.6033532026281243,4.5459551187118672,-4.0303437303062406,-0.71830630894464442,1.1445901268846375,-2.0833554688681528
pmks_positive_0021,4.5363426155750197,4.5336944951868814,-4.0107570494807847,-0.75293794858834062,1.2056700482890463,-2.0723519058915447
pmks_positive_0022,4.469666917180712,4.5208582307655965,-3.990159453734107,-0.78738172719917388,1.2658994885380466,-2.060812195487002
pmks_positive_0023,4.4033428377944919,4.5074495309153528,-3.9685651370890054,-0.82162871169528351,1.3252762526646249,-2.0487366737158292
pmks_positive_0024,4.3373868709282499,4.4934717499383803,-3.9459883239627351,-0.85566997516393939,1.3837988832089119,-2.03612574581406
pmks_positive_0025,4.2718152728509073,4.4789283908590933,-3.9224432571312189,-0.88949659806463011,1.4414666294188057,-2.0229798922185447
pmks_positive_0026,4.2066440623791497,4.4638231052904942,-3.8979441862102475,-0.92309966953276756,1.4982794160300652,-2.0092996746105216
pmks_positive_0027,4.141889020855789,4.448159693278015,-3.872505356659687,-0.95647028878409501,1.554237811745939,-1.995085741953089
pmks_positive_0028,4.0775656923070143,4.4319421031191091,-3.8461409993147044,-0.98959956661951076,1.6093429975336078,-1.9803388364995258
pmks_positive_0029,4.0136893837696848,4.4151744311569292,-3.8188653204461298,-1.0224786270296309,1.6635967348513903,-1.9650597997501287
pmks_positive_0030,3.950275165779904,4.3978609215464433,-3.7906924923501619,-1.0550986088980554,1.7170013339167769,-1.9492495783359647
pmks_positive_0031,3.8873378730140087,4.3800059659913488,-3.7616366444658729,-1.0874506678019402,1.7695596221210623,-1.9329092298088553
pmks_positive_0032,3.8248921050732312,4.3616141034501741,-3.7317118550172013,-1.1195259779081503,1.8212749126915817,-1.9160399283178193
pmks_positive_0033,3.7629522274033218,4.3426900198100018,-3.7009321431745166,-1.1513157339629478,1.8721509736974571,-1.8986429701532723
pmks_positive_0034,3.7015323723405298,4.3232385475262554,-3.6693114617292482,-1.18281115337285,1.9221919974893025,-1.8807197791413222
pmks_positive_0035,3.6406464402754466,4.303264665227081,-3.636863690273656,-1.214003478374035,1.9714025706576324,-1.8622719118716942
pmks_positive_0036,3.5803081009263789,4.282773497280834,-3.6036026288764114,-1.244883978287382,2.0197876445887735,-1.8433010627439659
pmks_positive_0037,3.5205307947140656,4.2617703133253118,-3.5695419922434302,-1.2754439518560046,2.0673525066909613,-1.8238090688180473
pmks_positive_0038,3.4613277342297573,4.2402605277573393,-3.5346954043522181,-1.3056747296619031,2.1141027523570504,-1.8037979144560738
pmks_positive_0039,3.40271190578886,4.2182496991814658,-3.4990763935469413,-1.3355676766181612,2.1600442577239178,-1.7832697357441472
pmks_positive_0040,3.3446960710625779,4.1957435298165056,-3.4626983880804962,-1.3651141945329377,2.2051831532822912,-1.7622268246836519
pmks_positive_0041,3.2872927687802469,4.1727478648587768,-3.4255747120889919,-1.3943057247413193,2.2495257983843056,-1.7406716331431211
pmks_positive_0042,3.2305143164952503,4.1492686918009483,-3.3877185819833358,-1.423133750800996,2.293078756689781,-1.7186067765629263
pmks_positive_0043,3.1743728124077064,4.1253121397054429,-3.3491431032419827,-1.4515898012475754,2.3358487725859232,-1.6960350374062938
pmks_positive_0044,3.1188801372373929,4.1008844784314586,-3.3098612675883734,-1.4796654524052564,2.3778427486089821,-1.6729593683513948
pmks_positive_0045,3.0640479561406155,4.0759921178147103,-3.269885950536167,-1.5073523312485249,2.4190677238903731,-1.6493828952204668
pmks_positive_0046,3.0098877206650485,4.0506416067990898,-3.2292299092850527,-1.5346421183104511,2.4595308536438849,-1.6253089196430885
pmks_positive_0047,2.956410670736846,4.0248396325194875,-3.1879057809496807,-1.5615265506331502,2.499239389704937,-1.6007409214518715
pmks_positive_0048,2.9036278366746107,3.9985930193351189,-3.1459260811041312,-1.587997424755931,2.5382006621273359,-1.5756825608099272
pmks_positive_0049,2.8515500412251211,3.9719087278127758,-3.103303202624291,-1.6140465997366766,2.5764220618377749,-1.5501376800705355
pmks_positive_0050,2.8001879016159874,3.9447938536594713,-3.0600494148105319,-1.6396660002019914,2.6139110243432571,-1.5241103053704086
pmks_positive_0051,2.7495518316207193,3.9172556266040264,-3.0161768627732202,-1.6648476194216986,2.6506750144819189,-1.4976046479589364
pmks_positive_0052,2.6996520436319615,3.8893014092272651,-2.9716975670637851,-1.6895835224033176,2.6867215122031816,-1.4706251052666919
pmks_positive_0053,2.6504985507389547,3.8609386957404808,-2.9266234235343247,-1.7138658490021998,2.7220579993589626,-1.4431762617173056
pmks_positive_0054,2.6021011688055391,3.8321751107119768,-2.8809662034090882,-1.7376868170430968,2.7566919474837057,-1.415262889287648
pmks_positive_0055,2.5544695185453268,3.8030184077415043,-2.8347375535515593,-1.7610387254490003,2.7906308065373056,-1.3868899478219718
pmks_positive_0056,2.5076130275908892,3.7734764680825328,-2.787948996911338,-1.7839139573732157,2.8238819945815723,-1.3580625851063781
pmks_positive_0057,2.4615409325541178,3.7435572992123043,-2.7406119331355203,-1.8063049833307252,2.856452888357774,-1.328786136710588
pmks_positive_0058,2.4162622810751198,3.71326903334975,-2.6927376393298617,-1.8282043643250259,2.8883508147298613,-1.2990661256046059
pmks_positive_0059,2.3717859338572751,3.6826199259213395,-2.6443372709555923,-1.8496047549667629,2.9195830429554022,-1.2689082615583669
pmks_positive_0060,2.3281205666863189,3.6516183539750529,-2.5954218628484393,-1.8704989065806041,2.9501567777438646,-1.2383184403329743
pmks_positive_0061,2.2852746724315032,3.6202728145426919,-2.5460023303470689,-1.8908796702969621,2.9800791530597346,-1.2073027426725411
