matlab_sample_id,matlab_sweep_id,matlab_sweep_index,input_angle_rad,input_direction,jacobian_condition,eligibility,pmks_sample_id,status,reason
matlab_0240,matlab_sweep_00,240,5.7595865315812453,1,1.7053596806270033,eligible,pmks_positive_0240,matched,
matlab_0241,matlab_sweep_00,241,5.7770398241011884,1,1.6965063281082362,eligible,pmks_positive_0241,matched,
matlab_0242,matlab_sweep_00,242,5.7944931166211315,1,1.6876945507793011,eligible,pmks_positive_0242,matched,
matlab_0243,matlab_sweep_00,243,5.8119464091410746,1,1.6789286930089138,eligible,pmks_positive_0243,matched,
matlab_0244,matlab_sweep_00,244,5.8293997016610177,1,1.6702129781312416,eligible,pmks_positive_0244,matched,
matlab_0245,matlab_sweep_00,245,5.8468529941809608,1,1.6615515111751027,eligible,pmks_positive_0245,matched,
matlab_0246,matlab_sweep_00,246,5.8643062867009039,1,1.6529482817089804,eligible,pmks_positive_0246,matched,
matlab_0247,matlab_sweep_00,247,5.881759579220847,1,1.6444071667764826,eligible,pmks_positive_0247,matched,
matlab_0248,matlab_sweep_00,248,5.8992128717407901,1,1.6359319338974769,eligible,pmks_positive_0248,matched,
matlab_0249,matlab_sweep_00,249,5.9166661642607332,1,1.6275262441107539,eligible,pmks_positive_0249,matched,
matlab_0250,matlab_sweep_00,250,5.9341194567806763,1,1.6191936550345891,eligible,pmks_positive_0250,matched,
matlab_0251,matlab_sweep_00,251,5.9515727493006194,1,1.6109376239221551,eligible,pmks_positive_0251,matched,
matlab_0252,matlab_sweep_00,252,5.9690260418205625,1,1.6027615106891857,eligible,pmks_positive_0252,matched,
matlab_0253,matlab_sweep_00,253,5.9864793343405056,1,1.594668580891792,eligible,pmks_positive_0253,matched,
matlab_0254,matlab_sweep_00,254,6.0039326268604487,1,1.5866620086327337,eligible,pmks_positive_0254,matched,
matlab_0255,matlab_sweep_00,255,6.0213859193803918,1,1.5787448793748473,eligible,pmks_positive_0255,matched,
matlab_0256,matlab_sweep_00,256,6.0388392119003349,1,1.5709201926407159,eligible,pmks_positive_0256,matched,
matlab_0257,matlab_sweep_00,257,6.056292504420278,1,1.5631908645779802,eligible,pmks_positive_0257,matched,
matlab_0258,matlab_sweep_00,258,6.0737457969402211,1,1.5555597303700592,eligible,pmks_positive_0258,matched,
matlab_0259,matlab_sweep_00,259,6.0911990894601642,1,1.5480295464723459,eligible,pmks_positive_0259,matched,
matlab_0260,matlab_sweep_00,260,6.1086523819801073,1,1.5406029926543205,eligible,pmks_positive_0260,matched,
matlab_0261,matlab_sweep_00,261,6.1261056745000504,1,1.5332826738283594,eligible,pmks_positive_0261,matched,
matlab_0262,matlab_sweep_00,262,6.1435589670199935,1,1.5260711216464531,eligible,pmks_positive_0262,matched,
matlab_0263,matlab_sweep_00,263,6.1610122595399366,1,1.5189707958465271,eligible,pmks_positive_0263,matched,
matlab_0264,matlab_sweep_00,264,6.1784655520598797,1,1.5119840853305813,eligible,pmks_positive_0264,matched,
matlab_0265,matlab_sweep_00,265,6.1959188445798228,1,1.5051133089575945,eligible,pmks_positive_0265,matched,
matlab_0266,matlab_sweep_00,266,6.2133721370997659,1,1.4983607160348804,eligible,pmks_positive_0266,matched,
matlab_0267,matlab_sweep_00,267,6.230825429619709,1,1.4917284864925993,eligible,pmks_positive_0267,matched,
matlab_0268,matlab_sweep_00,268,6.2482787221396521,1,1.4852187307272318,eligible,pmks_positive_0268,matched,
matlab_0269,matlab_sweep_00,269,6.2657320146595952,1,1.4788334891012545,eligible,pmks_positive_0269,matched,
matlab_0270,matlab_sweep_00,270,6.2831853071795383,1,1.4725747310877912,eligible,pmks_positive_0270,matched,
matlab_0271,matlab_sweep_00,271,6.3006385996994814,1,1.4664443540509842,eligible,pmks_positive_0271,matched,
matlab_0272,matlab_sweep_00,272,6.3180918922194245,1,1.4604441816549689,eligible,pmks_positive_0272,matched,
matlab_0273,matlab_sweep_00,273,6.3355451847393676,1,1.454575961896855,eligible,pmks_positive_0273,matched,
matlab_0274,matlab_sweep_00,274,6.3529984772593107,1,1.4488413647619749,eligible,pmks_positive_0274,matched,
matlab_0275,matlab_sweep_00,275,6.3704517697792538,1,1.4432419795028626,eligible,pmks_positive_0275,matched,
matlab_0276,matlab_sweep_00,276,6.3879050622991969,1,1.4377793115469901,eligible,pmks_positive_0276,matched,
matlab_0277,matlab_sweep_00,277,6.40535835481914,1,1.4324547790422137,eligible,pmks_positive_0277,matched,
matlab_0278,matlab_sweep_00,278,6.4228116473390831,1,1.4272697090531412,eligible,pmks_positive_0278,matched,
matlab_0279,matlab_sweep_00,279,6.4402649398590261,1,1.4222253334262471,eligible,pmks_positive_0279,matched,
matlab_0280,matlab_sweep_00,280,6.4577182323789692,1,1.4173227843464191,eligible,pmks_positive_0280,matched,
matlab_0281,matlab_sweep_00,281,6.4751715248989123,1,1.4125630896127548,eligible,pmks_positive_0281,matched,
matlab_0282,matlab_sweep_00,282,6.4926248174188554,1,1.4079471676666979,eligible,pmks_positive_0282,matched,
matlab_0283,matlab_sweep_00,283,6.5100781099387985,1,1.403475822411024,eligible,pmks_positive_0283,matched,
matlab_0284,matlab_sweep_00,284,6.5275314024587416,1,1.3991497378635251,eligible,pmks_positive_0284,matched,
matlab_0285,matlab_sweep_00,285,6.5449846949786847,1,1.3949694726945643,eligible,pmks_positive_0285,matched,
matlab_0286,matlab_sweep_00,286,6.5624379874986278,1,1.3909354547026984,eligible,pmks_positive_0286,matched,
matlab_0287,matlab_sweep_00,287,6.5798912800185709,1,1.3870479752872582,eligible,pmks_positive_0287,matched,
matlab_0288,matlab_sweep_00,288,6.597344572538514,1,1.3833071839809881,eligible,pmks_positive_0288,matched,
matlab_0289,matlab_sweep_00,289,6.6147978650584571,1,1.3797130831093969,eligible,pmks_positive_0289,matched,
matlab_0290,matlab_sweep_00,290,6.6322511575784002,1,1.3762655226462646,eligible,pmks_positive_0290,matched,
matlab_0291,matlab_sweep_00,291,6.6497044500983433,1,1.3729641953366014,eligible,pmks_positive_0291,matched,
matlab_0292,matlab_sweep_00,292,6.6671577426182864,1,1.3698086321592451,eligible,pmks_positive_0292,matched,
matlab_0293,matlab_sweep_00,293,6.6846110351382295,1,1.3667981982009285,eligible,pmks_positive_0293,matched,
matlab_0294,matlab_sweep_00,294,6.7020643276581726,1,1.3639320890122082,eligible,pmks_positive_0294,matched,
matlab_0295,matlab_sweep_00,295,6.7195176201781157,1,1.3612093275128088,eligible,pmks_positive_0295,matched,
matlab_0296,matlab_sweep_00,296,6.7369709126980588,1,1.3586287615099082,eligible,pmks_positive_0296,matched,
matlab_0297,matlab_sweep_00,297,6.7544242052180019,1,1.3561890618875363,eligible,pmks_positive_0297,matched,
matlab_0298,matlab_sweep_00,298,6.771877497737945,1,1.3538887215186965,eligible,pmks_positive_0298,matched,
matlab_0299,matlab_sweep_00,299,6.7893307902578881,1,1.3517260549441439,eligible,pmks_positive_0299,matched,
matlab_0300,matlab_sweep_00,300,6.8067840827778312,1,1.3496991988530913,eligible,pmks_positive_0300,matched,
matlab_0301,matlab_sweep_00,301,6.8242373752977743,1,1.3478061133915591,eligible,pmks_positive_0301,matched,
matlab_0302,matlab_sweep_00,302,6.8416906678177174,1,1.346044584314035,eligible,pmks_positive_0302,matched,
matlab_0303,matlab_sweep_00,303,6.8591439603376605,1,1.3444122259834834,eligible,pmks_positive_0303,matched,
matlab_0304,matlab_sweep_00,304,6.8765972528576036,1,1.3429064852140997,eligible,pmks_positive_0304,matched,
matlab_0305,matlab_sweep_00,305,6.8940505453775467,1,1.3415246459405041,eligible,pmks_positive_0305,matched,
matlab_0306,matlab_sweep_00,306,6.9115038378974898,1,1.340263834686825,eligible,pmks_positive_0306,matched,
matlab_0307,matlab_sweep_00,307,6.9289571304174329,1,1.3391210267992839,eligible,pmks_positive_0307,matched,
matlab_0308,matlab_sweep_00,308,6.946410422937376,1,1.338093053396965,eligible,pmks_positive_0308,matched,
matlab_0309,matlab_sweep_00,309,6.9638637154573191,1,1.3371766089874089,eligible,pmks_positive_0309,matched,
matlab_0310,matlab_sweep_00,310,6.9813170079772622,1,1.3363682596867665,eligible,pmks_positive_0310,matched,
matlab_0311,matlab_sweep_00,311,6.9987703004972053,1,1.3356644519786165,eligible,pmks_positive_0311,matched,
matlab_0312,matlab_sweep_00,312,7.0162235930171484,1,1.3350615219412192,eligible,pmks_positive_0312,matched,
matlab_0313,matlab_sweep_00,313,7.0336768855370915,1,1.3345557048700443,eligible,pmks_positive_0313,matched,
matlab_0314,matlab_sweep_00,314,7.0511301780570346,1,1.3341431452208012,eligible,pmks_positive_0314,matched,
matlab_0315,matlab_sweep_00,315,7.0685834705769777,1,1.333819906797973,eligible,pmks_positive_0315,matched,
matlab_0316,matlab_sweep_00,316,7.0860367630969208,1,1.3335819831148576,eligible,pmks_positive_0316,matched,
matlab_0317,matlab_sweep_00,317,7.1034900556168639,1,1.3334253078532463,eligible,pmks_positive_0317,matched,
matlab_0318,matlab_sweep_00,318,7.120943348136807,1,1.3333457653540792,eligible,pmks_positive_0318,matched,
matlab_0319,matlab_sweep_00,319,7.1383966406567501,1,1.3333392010744372,eligible,pmks_positive_0319,matched,
matlab_0320,matlab_sweep_00,320,7.1558499331766932,1,1.3334014319510203,eligible,pmks_positive_0320,matched,
matlab_0321,matlab_sweep_00,321,7.1733032256966363,1,1.3335282566155717,eligible,pmks_positive_0321,matched,
matlab_0322,matlab_sweep_00,322,7.1907565182165794,1,1.3337154654134324,eligible,pmks_positive_0322,matched,
matlab_0323,matlab_sweep_00,323,7.2082098107365224,1,1.3339588501823532,eligible,pmks_positive_0323,matched,
matlab_0324,matlab_sweep_00,324,7.2256631032564655,1,1.3342542137547484,eligible,pmks_positive_0324,matched,
matlab_0325,matlab_sweep_00,325,7.2431163957764086,1,1.3345973791525627,eligible,pmks_positive_0325,matched,
matlab_0326,matlab_sweep_00,326,7.2605696882963517,1,1.3349841984497743,eligible,pmks_positive_0326,matched,
matlab_0327,matlab_sweep_00,327,7.2780229808162948,1,1.3354105612831388,eligible,pmks_positive_0327,matched,
matlab_0328,matlab_sweep_00,328,7.2954762733362379,1,1.335872402997019,eligible,pmks_positive_0328,matched,
matlab_0329,matlab_sweep_00,329,7.312929565856181,1,1.3363657124129988,eligible,pmks_positive_0329,matched,
matlab_0330,matlab_sweep_00,330,7.3303828583761241,1,1.3368865392193698,eligible,pmks_positive_0330,matched,
matlab_0331,matlab_sweep_00,331,7.3478361508960672,1,1.3374310009795154,eligible,pmks_positive_0331,matched,
matlab_0332,matlab_sweep_00,332,7.3652894434160103,1,1.3379952897616314,eligible,pmks_positive_0332,matched,
matlab_0333,matlab_sweep_00,333,7.3827427359359534,1,1.338575678395201,eligible,pmks_positive_0333,matched,
matlab_0334,matlab_sweep_00,334,7.4001960284558965,1,1.3391685263620863,eligible,pmks_positive_0334,matched,
matlab_0335,matlab_sweep_00,335,7.4176493209758396,1,1.3397702853321263,eligible,pmks_positive_0335,matched,
matlab_0336,matlab_sweep_00,336,7.4351026134957827,1,1.3403775043547148,eligible,pmks_positive_0336,matched,
matlab_0337,matlab_sweep_00,337,7.4525559060157258,1,1.3409868347190064,eligible,pmks_positive_0337,matched,
matlab_0338,matlab_sweep_00,338,7.4700091985356689,1,1.34159503449624,eligible,pmks_positive_0338,matched,
matlab_0339,matlab_sweep_00,339,7.487462491055612,1,1.3421989727781498,eligible,pmks_positive_0339,matched,
matlab_0340,matlab_sweep_00,340,7.5049157835755551,1,1.342795633625671,eligible,pmks_positive_0340,matched,
matlab_0341,matlab_sweep_00,341,7.5223690760954982,1,1.3433821197420956,eligible,pmks_positive_0341,matched,
matlab_0342,matlab_sweep_00,342,7.5398223686154413,1,1.3439556558846359,eligible,pmks_positive_0342,matched,
matlab_0343,matlab_sweep_00,343,7.5572756611353844,1,1.3445135920278972,eligible,pmks_positive_0343,matched,
matlab_0344,matlab_sweep_00,344,7.5747289536553275,1,1.3450534062922606,eligible,pmks_positive_0344,matched,
matlab_0345,matlab_sweep_00,345,7.5921822461752706,1,1.3455727076495145,eligible,pmks_positive_0345,matched,
matlab_0346,matlab_sweep_00,346,7.6096355386952137,1,1.3460692384173356,eligible,pmks_positive_0346,matched,
matlab_0347,matlab_sweep_00,347,7.6270888312151568,1,1.3465408765534401,eligible,pmks_positive_0347,matched,
matlab_0348,matlab_sweep_00,348,7.6445421237350999,1,1.3469856377594376,eligible,pmks_positive_0348,matched,
matlab_0349,matlab_sweep_00,349,7.661995416255043,1,1.347401677403544,eligible,pmks_positive_0349,matched,
matlab_0350,matlab_sweep_00,350,7.6794487087749861,1,1.3477872922705372,eligible,pmks_positive_0350,matched,
matlab_0351,matlab_sweep_00,351,7.6969020012949292,1,1.3481409221464735,eligible,pmks_positive_0351,matched,
matlab_0352,matlab_sweep_00,352,7.7143552938148723,1,1.3484611512449354,eligible,pmks_positive_0352,matched,
matlab_0353,matlab_sweep_00,353,7.7318085863348154,1,1.3487467094807848,eligible,pmks_positive_0353,matched,
matlab_0354,matlab_sweep_00,354,7.7492618788547585,1,1.3489964735967064,eligible,pmks_positive_0354,matched,
matlab_0355,matlab_sweep_00,355,7.7667151713747016,1,1.3492094681471016,eligible,pmks_positive_0355,matched,
matlab_0356,matlab_sweep_00,356,7.7841684638946447,1,1.3493848663432679,eligible,pmks_positive_0356,matched,
matlab_0357,matlab_sweep_00,357,7.8016217564145878,1,1.3495219907631768,eligible,pmks_positive_0357,matched,
matlab_0358,matlab_sweep_00,358,7.8190750489345309,1,1.3496203139285932,eligible,pmks_positive_0358,matched,
matlab_0359,matlab_sweep_00,359,7.836528341454474,1,1.349679458751726,eligible,pmks_positive_0359,matched,
matlab_0360,matlab_sweep_01,0,1.5707963267948306,1,1.3496991988530858,eligible,pmks_positive_0000,matched,
